CCAA,Comunidades,Fecha,Casos,Hospitalizados,UCI,Fallecidos,Recuperados,nuevos_casos,Poblacion,letalidad,mortalidad,tasa_hospitalización
CN,Canarias,2020-03-10,37,10,1,0,5,12,2220270,0,0,27.03
CB,Cantabria,2020-03-10,12,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-10,71,0,5,0,2,32,2038440,0,0,0
CL,Castilla y León,2020-03-10,64,14,2,0,0,24,2402877,0,0,21.88
CT,Cataluña,2020-03-10,123,50,8,3,6,41,7609499,2.44,0.04,40.65
CE,Ceuta,2020-03-10,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-10,65,200,12,1,1,15,4998711,1.54,0.02,307.69
EX,Extremadura,2020-03-10,9,2,1,1,1,1,1062797,11.11,0.09,22.22
GA,Galicia,2020-03-10,35,7,2,0,0,13,2698764,0,0,20
MD,Madrid,2020-03-10,1024,0,102,31,157,242,6685471,3.03,0.46,0
ML,Melilla,2020-03-10,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-10,11,4,0,0,0,2,1494442,0,0,36.36
NC,Navarra,2020-03-10,46,10,3,0,0,34,652526,0,0,21.74
PV,País Vasco,2020-03-10,225,102,15,6,2,30,2181919,2.67,0.27,45.33
RI,La Rioja,2020-03-10,179,13,1,2,1,35,314487,1.12,0.64,7.26
AN,Andalucía,2020-03-11,115,50,4,0,11,25,8446561,0,0,43.48
AR,Aragon,2020-03-11,64,28,3,6,0,19,1324397,9.38,0.45,43.75
AS,Asturias,2020-03-11,47,12,2,1,1,15,1019993,2.13,0.1,25.53
IB,Islas Baleares,2020-03-11,22,8,2,1,1,6,1198576,4.55,0.08,36.36
CN,Canarias,2020-03-11,51,15,3,0,5,14,2220270,0,0,29.41
CB,Cantabria,2020-03-11,16,3,0,0,6,4,581949,0,0,18.75
CM,Castilla-La Mancha,2020-03-11,115,39,9,1,2,44,2038440,0.87,0.05,33.91
CL,Castilla y León,2020-03-11,71,24,2,0,0,7,2402877,0,0,33.8
CT,Cataluña,2020-03-11,202,74,16,6,12,79,7609499,2.97,0.08,36.63
CE,Ceuta,2020-03-11,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-11,76,232,15,1,1,11,4998711,1.32,0.02,305.26
EX,Extremadura,2020-03-11,19,2,1,1,3,10,1062797,5.26,0.09,10.53
GA,Galicia,2020-03-11,35,7,2,0,0,0,2698764,0,0,20
MD,Madrid,2020-03-11,1388,0,135,56,157,364,6685471,4.03,0.84,0
ML,Melilla,2020-03-11,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-11,26,5,1,0,0,15,1494442,0,0,19.23
NC,Navarra,2020-03-11,73,17,3,0,0,27,652526,0,0,23.29
PV,País Vasco,2020-03-11,346,146,18,11,1,121,2181919,3.18,0.5,42.2
RI,La Rioja,2020-03-11,205,21,1,2,1,26,314487,0.98,0.64,10.24
AN,Andalucía,2020-03-12,219,92,8,0,0,104,8446561,0,0,42.01
AR,Aragon,2020-03-12,80,30,3,7,0,16,1324397,8.75,0.53,37.5
AS,Asturias,2020-03-12,67,16,2,1,1,20,1019993,1.49,0.1,23.88
IB,Islas Baleares,2020-03-12,28,9,2,1,1,6,1198576,3.57,0.08,32.14
CN,Canarias,2020-03-12,70,15,3,0,5,19,2220270,0,0,21.43
CB,Cantabria,2020-03-12,29,3,0,0,7,13,581949,0,0,10.34
CM,Castilla-La Mancha,2020-03-12,194,78,10,5,1,79,2038440,2.58,0.25,40.21
CL,Castilla y León,2020-03-12,92,25,4,0,1,21,2402877,0,0,27.17
CT,Cataluña,2020-03-12,349,137,22,9,19,147,7609499,2.58,0.12,39.26
CE,Ceuta,2020-03-12,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-12,94,271,22,1,2,18,4998711,1.06,0.02,288.3
EX,Extremadura,2020-03-12,39,3,1,1,3,20,1062797,2.56,0.09,7.69
GA,Galicia,2020-03-12,85,15,2,0,0,50,2698764,0,0,17.65
MD,Madrid,2020-03-12,1990,1304,180,81,157,602,6685471,4.07,1.21,65.53
ML,Melilla,2020-03-12,2,3,0,0,0,2,84286,0,0,150
MC,Murcia,2020-03-12,35,8,2,0,0,9,1494442,0,0,22.86
NC,Navarra,2020-03-12,130,28,4,0,0,57,652526,0,0,21.54
PV,País Vasco,2020-03-12,417,179,20,14,2,71,2181919,3.36,0.64,42.93
RI,La Rioja,2020-03-12,243,27,2,3,1,38,314487,1.23,0.95,11.11
AN,Andalucía,2020-03-13,269,92,8,2,0,50,8446561,0.74,0.02,34.2
AR,Aragon,2020-03-13,121,42,5,7,0,41,1324397,5.79,0.53,34.71
AS,Asturias,2020-03-13,92,16,2,1,1,25,1019993,1.09,0.1,17.39
IB,Islas Baleares,2020-03-13,28,9,2,1,1,0,1198576,3.57,0.08,32.14
CN,Canarias,2020-03-13,90,15,6,1,7,20,2220270,1.11,0.05,16.67
CB,Cantabria,2020-03-13,31,3,0,0,7,2,581949,0,0,9.68
CM,Castilla-La Mancha,2020-03-13,289,78,10,6,5,95,2038440,2.08,0.29,26.99
CL,Castilla y León,2020-03-13,169,25,8,1,2,77,2402877,0.59,0.04,14.79
CT,Cataluña,2020-03-13,558,200,29,13,32,209,7609499,2.33,0.17,35.84
CE,Ceuta,2020-03-13,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-13,130,307,29,4,2,36,4998711,3.08,0.08,236.15
EX,Extremadura,2020-03-13,66,3,1,2,4,27,1062797,3.03,0.19,4.55
GA,Galicia,2020-03-13,115,32,7,0,3,30,2698764,0,0,27.83
MD,Madrid,2020-03-13,2940,1518,180,86,474,950,6685471,2.93,1.29,51.63
ML,Melilla,2020-03-13,3,3,0,0,0,1,84286,0,0,100
MC,Murcia,2020-03-13,47,8,2,0,0,12,1494442,0,0,17.02
NC,Navarra,2020-03-13,146,28,4,0,0,16,652526,0,0,19.18
PV,País Vasco,2020-03-13,521,179,22,14,5,104,2181919,2.69,0.64,34.36
RI,La Rioja,2020-03-13,278,38,2,3,1,35,314487,1.08,0.95,13.67
AN,Andalucía,2020-03-14,437,92,8,6,0,168,8446561,1.37,0.07,21.05
AR,Aragon,2020-03-14,147,59,5,7,0,26,1324397,4.76,0.53,40.14
AS,Asturias,2020-03-14,137,16,3,1,1,45,1019993,0.73,0.1,11.68
IB,Islas Baleares,2020-03-14,42,9,2,1,1,14,1198576,2.38,0.08,21.43
CN,Canarias,2020-03-14,109,15,6,1,7,19,2220270,0.92,0.05,13.76
CB,Cantabria,2020-03-14,51,3,0,0,10,20,581949,0,0,5.88
CM,Castilla-La Mancha,2020-03-14,401,78,10,10,5,112,2038440,2.49,0.49,19.45
CL,Castilla y León,2020-03-14,223,45,8,3,3,54,2402877,1.35,0.12,20.18
CT,Cataluña,2020-03-14,742,287,40,15,39,184,7609499,2.02,0.2,38.68
CE,Ceuta,2020-03-14,1,0,0,0,0,1,84434,0,0,0
VC,C. Valenciana,2020-03-14,409,339,37,5,2,279,4998711,1.22,0.1,82.89
EX,Extremadura,2020-03-14,95,8,1,2,4,29,1062797,2.11,0.19,8.42
GA,Galicia,2020-03-14,195,32,8,2,4,80,2698764,1.03,0.07,16.41
MD,Madrid,2020-03-14,3544,2337,253,213,474,604,6685471,6.01,3.19,65.94
ML,Melilla,2020-03-14,8,4,0,0,0,5,84286,0,0,50
MC,Murcia,2020-03-14,71,13,2,0,0,24,1494442,0,0,18.31
NC,Navarra,2020-03-14,183,34,4,0,0,37,652526,0,0,18.58
PV,País Vasco,2020-03-14,630,262,29,23,5,109,2181919,3.65,1.05,41.59
RI,La Rioja,2020-03-14,300,58,7,3,1,22,314487,1,0.95,19.33
AN,Andalucía,2020-03-15,554,197,11,7,0,117,8446561,1.26,0.08,35.56
AR,Aragon,2020-03-15,174,64,7,11,0,27,1324397,6.32,0.83,36.78
AS,Asturias,2020-03-15,177,16,3,1,3,40,1019993,0.56,0.1,9.04
IB,Islas Baleares,2020-03-15,73,21,4,1,1,31,1198576,1.37,0.08,28.77
CN,Canarias,2020-03-15,119,40,9,1,7,10,2220270,0.84,0.05,33.61
CB,Cantabria,2020-03-15,58,18,2,0,10,7,581949,0,0,31.03
CM,Castilla-La Mancha,2020-03-15,567,207,23,17,12,166,2038440,3,0.83,36.51
CL,Castilla y León,2020-03-15,292,45,8,6,5,69,2402877,2.05,0.25,15.41
CT,Cataluña,2020-03-15,1017,375,52,20,45,275,7609499,1.97,0.26,36.87
CE,Ceuta,2020-03-15,1,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-15,409,390,47,5,2,0,4998711,1.22,0.1,95.35
EX,Extremadura,2020-03-15,111,9,1,2,4,16,1062797,1.8,0.19,8.11
GA,Galicia,2020-03-15,245,49,9,2,4,50,2698764,0.82,0.07,20
MD,Madrid,2020-03-15,4165,2337,253,213,474,621,6685471,5.11,3.19,56.11
ML,Melilla,2020-03-15,8,4,0,0,0,0,84286,0,0,50
MC,Murcia,2020-03-15,77,13,2,0,1,6,1494442,0,0,16.88
NC,Navarra,2020-03-15,274,58,5,1,0,91,652526,0.36,0.15,21.17
PV,País Vasco,2020-03-15,630,262,29,23,5,0,2181919,3.65,1.05,41.59
RI,La Rioja,2020-03-15,312,64,13,4,2,12,314487,1.28,1.27,20.51
AN,Andalucía,2020-03-16,683,229,13,11,0,129,8446561,1.61,0.13,33.53
AR,Aragon,2020-03-16,207,74,9,12,0,33,1324397,5.8,0.91,35.75
AS,Asturias,2020-03-16,193,34,5,1,3,16,1019993,0.52,0.1,17.62
IB,Islas Baleares,2020-03-16,92,26,4,1,1,19,1198576,1.09,0.08,28.26
CN,Canarias,2020-03-16,148,56,13,2,8,29,2220270,1.35,0.09,37.84
CB,Cantabria,2020-03-16,58,18,2,0,10,0,581949,0,0,31.03
CM,Castilla-La Mancha,2020-03-16,567,207,23,17,12,0,2038440,3,0.83,36.51
CL,Castilla y León,2020-03-16,431,95,24,12,5,139,2402877,2.78,0.5,22.04
CT,Cataluña,2020-03-16,1414,525,73,23,58,397,7609499,1.63,0.3,37.13
CE,Ceuta,2020-03-16,1,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-16,541,456,52,13,12,132,4998711,2.4,0.26,84.29
EX,Extremadura,2020-03-16,153,18,2,3,5,42,1062797,1.96,0.28,11.76
GA,Galicia,2020-03-16,292,49,9,3,7,47,2698764,1.03,0.11,16.78
MD,Madrid,2020-03-16,4871,3710,340,355,951,706,6685471,7.29,5.31,76.17
ML,Melilla,2020-03-16,17,4,0,0,0,9,84286,0,0,23.53
MC,Murcia,2020-03-16,97,18,3,0,1,20,1494442,0,0,18.56
NC,Navarra,2020-03-16,313,72,10,2,0,39,652526,0.64,0.31,23
PV,País Vasco,2020-03-16,765,309,33,36,11,135,2181919,4.71,1.65,40.39
RI,La Rioja,2020-03-16,355,82,13,5,2,43,314487,1.41,1.59,23.1
AN,Andalucía,2020-03-17,859,319,21,19,38,176,8446561,2.21,0.22,37.14
AR,Aragon,2020-03-17,226,81,9,13,0,19,1324397,5.75,0.98,35.84
AS,Asturias,2020-03-17,242,45,5,1,4,49,1019993,0.41,0.1,18.6
IB,Islas Baleares,2020-03-17,112,29,4,1,4,20,1198576,0.89,0.08,25.89
CN,Canarias,2020-03-17,181,73,17,3,8,33,2220270,1.66,0.14,40.33
CB,Cantabria,2020-03-17,68,25,3,1,10,10,581949,1.47,0.17,36.76
CM,Castilla-La Mancha,2020-03-17,675,277,29,28,15,108,2038440,4.15,1.37,41.04
CL,Castilla y León,2020-03-17,668,281,43,22,5,237,2402877,3.29,0.92,42.07
CT,Cataluña,2020-03-17,1866,679,101,33,79,452,7609499,1.77,0.43,36.39
CE,Ceuta,2020-03-17,1,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-17,726,530,65,22,16,185,4998711,3.03,0.44,73
EX,Extremadura,2020-03-17,194,27,3,6,6,41,1062797,3.09,0.56,13.92
GA,Galicia,2020-03-17,341,63,12,3,7,49,2698764,0.88,0.11,18.48
MD,Madrid,2020-03-17,5637,3778,491,390,951,766,6685471,6.92,5.83,67.02
